id,name,latitude_deg,longitude_deg,iata_code
302047,Bellona/Anua Airport,-11.30222222,159.7983333,BNY
313293,Banz Airport,-5.807,144.623,BNZ
30783,Boma Airport,-5.854000092,13.06400013,BOA
5003,Bora Bora Airport,-16.44440079,-151.7510071,BOB
4786,Bocas Del Toro International Airport,9.340849876,-82.25080109,BOC
4060,Bordeaux-Mérignac Airport,44.82830048,-0.715556026,BOD
30784,Boundji Airport,-1.032999992,15.38300037,BOE
16503,Bolling Air Force Base,38.84289932,-77.01609802,BOF
6104,El Dorado International Airport,4.70159,-74.1469,BOG
2421,Bournemouth Airport,50.77999878,-1.842499971,BOH
3421,Boise Air Terminal/Gowen field,43.56439972,-116.2229996,BOI
3974,Burgas Airport,42.56959915,27.51519966,BOJ
16504,Brookings Airport,42.0746,-124.290001,BOK
29178,Ballykelly Airport,55.06029892,-7.020279884,BOL
26434,Chhatrapati Shivaji International Airport,19.08869934,72.86789703,BOM
6403,Flamingo International Airport,12.13099957,-68.26850128,BON
2569,Bodø Airport,67.26920319,14.36530018,BOO
30785,Bouar Airport,5.958000183,15.63700008,BOP
312759,Boku Airport,-6.5427,155.3419,BOQ
30786,Fontaine Airport,47.6556015,7.010829926,BOR
3422,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,BOS
301979,Bosset Airport,-7.237257,141.1063222,BOT
4133,Bourges Airport,47.05810165,2.370280027,BOU
312780,Boang Airport,-3.3834,153.2812,BOV
19399,Bartow Municipal Airport,27.94339943,-81.78340149,BOW
26926,Borroloola Airport,-16.07530022,136.302002,BOX
2089,Bobo Dioulasso Airport,11.16009998,-4.33096981,BOY
30787,Bozoum Airport,6.344170094,16.32189941,BOZ
38690,Grumman Bethpage Airport,40.74940109,-73.4960022,BPA
2888,Bamenda Airport,6.039239883,10.1225996,BPC
301792,Bapi Airstrip,-7.743611111,147.0205556,BPD
318174,Qinhuangdao Beidaihe Airport,39.666389,119.058889,BPE
302402,Batuna Aerodrome,-8.562027778,158.1193056,BPF
5876,Barra do Garças Airport,-15.86130047,-52.38890076,BPG
5699,Bislig Airport,8.195949554,126.3219986,BPH
19401,Miley Memorial Field,42.58509827,-110.1110001,BPI
301804,Biangabip Airport,-5.526388889,141.7445833,BPK
46650,Alashankou Bole (Bortala) airport,44.895,82.3,BPL
26615,Begumpet Airport,17.4531002,78.46759796,BPM
26760,Sultan Aji Muhamad Sulaiman Airport,-1.268270016,116.8939972,BPN
5961,Porto Seguro Airport,-16.43860054,-39.08089828,BPS
3423,Southeast Texas Regional Airport,29.95079994,-94.02069855,BPT
30788,Qamdo Bangda Airport,30.55360031,97.10829926,BPX
2921,Besalampy Airport,-16.7445303,44.48248386,BPY
5725,Dr.Juan C. Angara Airport,15.729309,121.500034,BQA
26915,Busselton Regional Airport,-33.68842316,115.4015961,BQB
30789,Búðardalur Airport,65.07530212,-21.8003006,BQD
39587,Bubaque Airport,11.29735565,-15.83807945,BQE
45189,Bogorodskoye Airport,52.38,140.448,BQG
2428,London Biggin Hill Airport,51.3307991,0.032499999,BQH
29549,Bagani Airport,-18.11809921,21.62439919,BQI
32507,Batagay Airport,67.64800262,134.6950073,BQJ
3424,Brunswick Golden Isles Airport,31.25880051,-81.46649933,BQK
26923,Boulia Airport,-22.91329956,139.8999939,BQL
6379,Rafael Hernandez Airport,18.49489975,-67.12940216,BQN
30790,Bouna Airport,9.277500153,-3.025279999,BQO
287,Barra Airport,-11.08080006,-43.14749908,BQQ
6454,Ignatyevo Airport,50.42539978,127.4120026,BQS
6495,Brest Airport,52.108299,23.8981,BQT
6412,J F Mitchell Airport,12.98840046,-61.26200104,BQU
16505,Bartlett Cove Seaplane Base,58.4552002,-135.8849945,BQV
27375,Balgo Hill Airport,-20.1483,127.973,BQW
35154,Tucuma Airport,-3.967000008,-66.43299866,BR-
283,Barreiras Airport,-12.07890034,-45.00899887,BRA
299169,Barreirinhas Airport,-2.756628,-42.805666,BRB
5852,San Carlos De Bariloche Airport,-41.15119934,-71.15750122,BRC
19406,Brainerd Lakes Regional Airport,46.39830017,-94.13809967,BRD
2225,Bremen Airport,53.04750061,8.786669731,BRE
312520,Whitesburg Municipal Airport,37.2219,-82.8742,BRG
4310,Bari Karol Wojtyła Airport,41.138901,16.760599,BRI
26912,Bourke Airport,-30.03919983,145.9519958,BRK
3425,Southeast Iowa Regional Airport,40.78319931,-91.12550354,BRL
6259,Barquisimeto International Airport,10.04274654,-69.35861969,BRM
4503,Bern Belp Airport,46.91410065,7.497149944,BRN
3426,Brownsville South Padre Island International Airport,25.90679932,-97.42590332,BRO
311258,Biaru Airport,-7.6693,146.7594,BRP
4409,Brno-Tuřany Airport,49.15129852,16.69440079,BRQ
29173,Barra Airport,57.0228,-7.44306,BRR
2417,Bristol Airport,51.382702,-2.71909,BRS
26933,Bathurst Island Airport,-11.76920033,130.6199951,BRT
2155,Brussels Airport,50.90140152,4.48443985,BRU
2287,Bremerhaven Airport,53.506943,8.572778,BRV
5342,Wiley Post Will Rogers Memorial Airport,71.285402,-156.766008,BRW
4632,Maria Montez International Airport,18.25149918,-71.12039948,BRX
19407,Samuels Field,37.81430054,-85.49960327,BRY
30792,Bosaso Airport,11.27530003,49.1493988,BSA
5872,Presidente Juscelino Kubistschek International Airport,-15.86916733,-47.92083359,BSB
6106,José Celestino Mutis Airport,6.20292,-77.3947,BSC
44103,Baoshan Yunduan Airport,25.053301,99.168297,BSD
30793,Sematan Airport,1.813609958,109.7630005,BSE
5456,Bradshaw Army Airfield,19.76009941,-155.5540009,BSF
2875,Bata Airport,1.905470014,9.805680275,BSG
26921,Bairnsdale Airport,-37.88750076,147.5679932,BSJ
2076,Biskra Airport,34.79330063,5.738230228,BSK
4226,EuroAirport Basel-Mulhouse-Freiburg Airport,47.59,7.5291667,BSL
5189,Bishe Kola Air Base,36.65510178,52.34960175,BSM
30794,Bossangoa Airport,6.492000103,17.42900085,BSN
5723,Basco Airport,20.4513,121.980003,BSO
301802,Bensbach Airport,-8.858055556,141.2594444,BSP
20793,Bisbee Municipal Airport,31.36400032,-109.8830032,BSQ
5294,Basrah International Airport,30.54910088,47.66210175,BSR
284,Balsas Airport,-7.526030064,-46.05329895,BSS
30795,Bost Airport,31.55970001,64.36499786,BST
30796,Basankusu Airport,1.224720001,19.78890038,BSU
302396,Besakoa Airport,-15.6725,47.06166667,BSV
16188,Boswell Bay Airport,60.42309952,-146.1459961,BSW
26736,Pathein Airport,16.81520081,94.7798996,BSX
302296,Bardera Airport,2.336111,42.307778,BSY
16187,Bartletts Airport,58.21620178,-157.352005,BSZ
30797,Bertoua Airport,4.54861021,13.72609997,BTA
30798,Betou Airport,3.049999952,18.5,BTB
26465,Batticaloa Airport,7.70576,81.678802,BTC
27414,Brunette Downs Airport,-18.63999939,135.9380035,BTD
30799,Sherbro International Airport,7.532420158,-12.51889992,BTE
19409,Skypark Airport,40.86940002,-111.927002,BTF
30800,Batangafo Airport,7.314109802,18.30879974,BTG
26828,Hang Nadim International Airport,1.121029973,104.1190033,BTH
5337,Barter Island LRRS Airport,70.13400269,-143.5820007,BTI
26862,Sultan Iskandar Muda International Airport,5.522872024,95.42063713,BTJ
6464,Bratsk Airport,56.37060165,101.697998,BTK
3427,W K Kellogg Airport,42.30730057,-85.25150299,BTL
3428,Bert Mooney Airport,45.95479965,-112.4970016,BTM
19354,Marlboro County Jetport H.E. Avent Field,34.62170029,-79.73439789,BTN
41501,Botopasi Airport,4.217511094,-55.44705391,BTO
19411,Pittsburgh/Butler Regional Airport,40.776901,-79.949699,BTP
30801,Butare Airport,-2.595829964,29.73670006,BTQ
3429,"Baton Rouge Metropolitan, Ryan Field",30.53319931,-91.14959717,BTR
4617,M. R. Štefánik Airport,48.17020035,17.21269989,BTS
5343,Bettles Airport,66.91390228,-151.529007,BTT
26807,Bintulu Airport,3.123850107,113.0199966,BTU
3430,Burlington International Airport,44.47190094,-73.15329742,BTV
26775,Batu Licin Airport,-3.412410021,115.9950027,BTW
27369,Betoota Airport,-25.64170074,140.7830048,BTX
19412,Beatty Airport,36.86109924,-116.7870026,BTY
29743,Bursa Airport,40.23329926,29.00919914,BTZ
53,Buka Airport,-5.422319889,154.6730042,BUA
19413,Cram Field,41.77669907,-99.14969635,BUB
26913,Burketown Airport,-17.74860001,139.5339966,BUC
4296,Budapest Ferenc Liszt International Airport,47.43690109,19.25559998,BUD
3431,Buffalo Niagara International Airport,42.94049835,-78.73220062,BUF
2935,Benguela Airport,-12.60900021,13.40369987,BUG
41423,Bokondini Airport,-3.6822,138.6755,BUI
2048,Bou Saada Airport,35.33250046,4.206389904,BUJ
32139,Al-Bough Airport,17.34670067,44.62170029,BUK
46171,Bulolo Airport,-7.216286671,146.6495419,BUL
19414,Butler Memorial Airport,38.28979874,-94.34010315,BUM
6107,Gerardo Tobar López Airport,3.81963,-76.9898,BUN
30802,Burao Airport,9.5275,45.5549,BUO
26547,Bhatinda Air Force Station,30.27009964,74.75579834,BUP
3000,Joshua Mqabuko Nkomo International Airport,-20.01740074,28.61790085,BUQ
3432,Bob Hope Airport,34.20069885,-118.3590012,BUR
6452,Batumi International Airport,41.61029816,41.59970093,BUS
315554,Bathpalathang Airport,27.5622,90.7471,BUT
41564,Bella Union Airport,-30.33333397,-57.08333206,BUV
26802,Betoambari Airport,-5.486879826,122.5690002,BUW
3054,Bunia Airport,1.565719962,30.2208004,BUX
26937,Bunbury Airport,-33.37829971,115.677002,BUY
5139,Bushehr Airport,28.94479942,50.83459854,BUZ
4169,Paris Beauvais Tillé Airport,49.45439911,2.112780094,BVA
5875,Atlas Brasil Cantanhede Airport,2.841388941,-60.6922226,BVB
3151,Rabil Airport,16.1364994,-22.88890076,BVC
311396,Brive Souillac Airport,45.039722,1.485556,BVE
315553,Bui-Dama Airport,-16.8598,178.6232,BVF
29255,Berlevåg Airport,70.87139893,29.03420067,BVG
5997,Brigadeiro Camarão Airport,-12.69439983,-60.09830093,BVH
26907,Birdsville Airport,-25.89749908,139.3480072,BVI
39441,Huacaraje Airport,-13.55000019,-63.7478981,BVK
41590,Baures Airport,-13.58333302,-63.58333206,BVL
281,Belmonte Airport,-15.87170029,-38.87189865,BVM
19419,Bartlesville Municipal Airport,36.76250076,-96.01119995,BVO
311040,Bolovip Airstrip,-5.3633,141.655,BVP
302436,Esperadinha Airport,14.86430556,-24.746,BVR
414,Breves Airport,-1.636530042,-50.4435997,BVS
16501,Beluga Airport,61.17219925,-151.0440063,BVU
34959,Burevestnik Airport,44.91999817,147.621994,BVV
30803,[Duplicate] Batavia Downs Airport,-12.65919971,142.6750031,BVW
38259,Batavia Downs Airport,-12.65919971,142.6750031,BVW
19421,Batesville Regional Airport,35.7262001,-91.64730072,BVX
3433,Beverly Municipal Airport,42.58420181,-70.91649628,BVY
27432,Beverley Springs Airport,-16.73329926,125.4329987,BVZ
26593,Gautam Buddha Airport,27.505685,83.416293,BWA
26940,Barrow Island Airport,-20.86440086,115.4059982,BWB
19422,Brawley Municipal Airport,32.99290085,-115.5169983,BWC
19423,Brownwood Regional Airport,31.79360008,-98.95649719,BWD
2284,Braunschweig-Wolfsburg Airport,52.319199,10.5561,BWE
2443,Barrow Walney Island Airport,54.1286111,-3.2675,BWF
3434,Bowling Green Warren County Regional Airport,36.96450043,-86.41970062,BWG
26867,Butterworth Airport,5.465919971,100.3909988,BWH
3435,Baltimore/Washington International Thurgood Marshall Airport,39.17539978,-76.66829681,BWI
301800,Bawan Airport,-6.396944444,146.8816667,BWJ
3990,Bol Airport,43.28570175,16.67970085,BWK
13485,Earl Henry Airport,36.79589844,-97.31700134,BWL
322146,Bowman Regional Airport,46.1655193,-103.30075,BWM
26819,Brunei International Airport,4.944200039,114.9280014,BWN
30804,Balakovo Airport,51.85829926,47.74560165,BWO
301803,Bewani Airport,-3.021666667,141.1652778,BWP
26929,Brewarrina Airport,-29.97389984,146.8170013,BWQ
27184,Wynyard Airport,-40.99890137,145.7310028,BWT
27130,Sydney Bankstown Airport,-33.92440033,150.9880066,BWU
4827,Las Brujas Airport,22.62129974,-79.14720154,BWW
46587,Blimbingsari Airport,-8.31015,114.3401,BWX
29697,RAF Bentwaters,52.12749863,1.434720039,BWY
19425,George R Carr Memorial Air Field,30.81369972,-89.86499786,BXA
26793,Babo Airport,-2.532239914,133.4389954,BXB
41433,Bade Airport,-7.714630127,139.5749969,BXD
3127,Bakel Airport,14.84729958,-12.46829987,BXE
298808,Bellburn Airstrip,-17.545,128.305,BXF
26906,Bendigo Airport,-36.73939896,144.3300018,BXG
6422,Balkhash Airport,46.8932991,75.00499725,BXH
30805,Boundiali Airport,9.532999992,-6.467000008,BXI
41853,Boralday Airport,43.3526001,76.88369751,BXJ
19427,Buckeye Municipal Airport,33.42039871,-112.685997,BXK
302394,Blue Lagoon Seaplane Base,-16.943,177.368,BXL
41367,Batom Airport,-4.166669846,140.8500061,BXM
4545,Imsık Airport,37.14009857,27.66970062,BXN
46492,Buochs Airport,46.974444,8.396944,BXO
31012,Biała Podlaska Airfield,52.00078,23.1325278,BXP
5175,Bam Airport,29.08419991,58.45000076,BXR
20284,Borrego Valley Airport,33.25899887,-116.3209991,BXS
30806,Bontang Airport,0.119690999,117.4749985,BXT
5698,Bancasi Airport,8.9515,125.4788,BXU
30807,Breiðdalsvík Airport,64.79000092,-14.02280045,BXV
35166,Borama Airport,9.9463,43.1495,BXX
310095,Bunsil Airport,-5.7243,147.8667,BXZ
16506,Boundary Airport,64.07830048,-141.1130066,BYA
43868,Dibba Airport,25.6142292,56.24440002,BYB
6194,Yacuiba Airport,-21.96089935,-63.65169907,BYC
32138,Al-Bayda Airport,14.105974,45.441079,BYD
4054,Albert-Bray Airport,49.9715004,2.697659969,BYF
19428,Johnson County Airport,44.3810997,-106.7220001,BYG
3436,Arkansas International Airport,35.96429825,-89.94400024,BYH
19429,Burley Municipal Airport,42.54259872,-113.7720032,BYI
4441,Beja Airport / Airbase,38.078899,-7.9324,BYJ
2097,Bouaké Airport,7.738800049,-5.07366991,BYK
302393,Bella Yella Airport,7.369166667,-9.993722222,BYL
4828,Carlos Manuel de Cespedes Airport,20.39640045,-76.62139893,BYM
27206,Bayankhongor Airport,46.16329956,100.7040024,BYN
44450,Bonito Airport,-21.2473,-56.4525,BYO
26930,Barimunya Airport,-22.6739006,119.1660004,BYP
26765,Bunyu Airport,3.455719948,117.8669968,BYQ
2547,Læsø Airport,57.27719879,11.00010014,BYR
19430,Bicycle Lake Army Air Field,35.2804985,-116.6299973,BYS
29214,Bantry Aerodrome,51.66859818,-9.48416996,BYT
2261,Bayreuth Airport,49.98500061,11.64000034,BYU
300806,Beira Lake Seaplane Base,6.929444444,79.85416667,BYV
10309,Blakely Island Airport,48.57899857,-122.8259964,BYW
30808,Baniyala Airport,-13.19810009,136.227005,BYX
30809,San Pedro Airport,13.94999981,-84.59999847,BZA
27300,Bazaruto Island Airport,-21.5411,35.4729,BZB
5877,Umberto Modiano Airport,-22.77099991,-41.96289825,BZC
26928,Balranald Airport,-34.62360001,143.5780029,BZD
4956,Philip S. W. Goldson International Airport,17.53910065,-88.30819702,BZE
23500,Benton Field,40.57490158,-122.4079971,BZF
2604,Bydgoszcz Ignacy Jan Paderewski Airport,53.09680176,17.97769928,BZG
31220,Bumi Airport,-16.81699944,28.35000038,BZH
4529,Balıkesir Merkez Airport,39.61930084,27.9260006,BZI
26393,Bryansk Airport,53.21419907,34.17639923,BZK
26525,Barisal Airport,22.8010006,90.30120087,BZL
302391,Bemolanga Airport,-17.6925,45.08883333,BZM
3437,Gallatin Field,45.77750015,-111.1529999,BZN
4352,Bolzano Airport,46.460201,11.3264,BZO
27385,Bizant Airport,-14.74027778,144.1194444,BZP
4162,Béziers-Vias Airport,43.32350159,3.353899956,BZR
315551,Buzzards Point Seaplane Base,38.863,-77.011,BZS
9776,Eagle Air Park,28.98220062,-95.57969666,BZT
3055,Buta Zega Airport,2.818350077,24.79369926,BZU
2868,Maya-Maya Airport,-4.251699924,15.25300026,BZV
4570,Balti International Airport,47.83810043,27.78149986,BZY
2493,RAF Brize Norton,51.75,-1.58362,BZZ
30810,Catacamas Airport,14.91699982,-85.90000153,CAA
2936,Cabinda Airport,-5.596990108,12.18840027,CAB
5878,Cascavel Airport,-25.00029945,-53.50080109,CAC
19458,Wexford County Airport,44.27529907,-85.41889954,CAD
3438,Columbia Metropolitan Airport,33.93880081,-81.11949921,CAE
523,Carauari Airport,-4.871520042,-66.89749908,CAF
4332,Cagliari Elmas Airport,39.251499,9.05428,CAG
301824,Cà Mau Airport,9.177667,105.177778,CAH
3183,Cairo International Airport,30.12190056,31.40559959,CAI
6268,Canaima Airport,6.231988907,-62.85443115,CAJ
3439,Akron Canton Regional Airport,40.91609955,-81.44219971,CAK
2411,Campbeltown Airport,55.43719864,-5.686389923,CAL
29751,Camiri Airport,-20.00639915,-63.52780151,CAM
27194,Guangzhou Baiyun International Airport,23.39240074,113.2990036,CAN
19460,Clayton Municipal Airpark,36.44620132,-103.1669998,CAO
4823,Cap Haitien International Airport,19.733,-72.194702,CAP
6113,Juan H White Airport,7.96847,-75.1985,CAQ
3440,Caribou Municipal Airport,46.87149811,-68.01789856,CAR
29758,Anfa Airport,33.55329895,-7.661389828,CAS
4444,Cascais Airport,38.724998,-9.35523,CAT
389,Caruaru Airport,-8.282389641,-36.01350021,CAU
30811,Cazombo Airport,-11.89309978,22.91640091,CAV
5889,Bartolomeu Lisandro Airport,-21.69829941,-41.30170059,CAW
2439,Carlisle Airport,54.9375,-2.809170008,CAX
6198,Cayenne-Rochambeau Airport,4.819809914,-52.36040115,CAY
26943,Cobar Airport,-31.53829956,145.7940063,CAZ
6180,Jorge Wilsterman International Airport,-17.42110062,-66.17710114,CBB
301825,Cherrabun Airport,-18.91777778,125.5377778,CBC
26612,Car Nicobar Air Force Station,9.152509689,92.81960297,CBD
19462,Greater Cumberland Regional Airport,39.61539841,-78.7609024,CBE
19463,Council Bluffs Municipal Airport,41.25920105,-95.76059723,CBF
2473,Cambridge Airport,52.205002,0.175,CBG
2072,Béchar Boudghene Ben Ali Lotfi Airport,31.64570045,-2.269860029,CBH
27440,Cape Barren Island Airport,-40.39170074,148.0169983,CBI
4633,Cabo Rojo Airport,17.92900085,-71.64479828,CBJ
19465,Shalz Field,39.42750168,-101.0469971,CBK
6262,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",8.122160912,-63.53695679,CBL
3441,Columbus Air Force Base,33.64379883,-88.44380188,CBM
26825,Penggung Airport,-6.756140232,108.5400009,CBN
5696,Awang Airport,7.165239811,124.2099991,CBO
2107,Margaret Ekpo International Airport,4.976019859,8.347200394,CBQ
27131,Canberra International Airport,-35.30690002,149.1950073,CBR
6308,Oro Negro Airport,10.33069992,-71.32250214,CBS
30813,Catumbela Airport,-12.4792,13.4869,CBT
2204,Cottbus-Drewitz Airport,51.889442,14.531944,CBU
4643,Coban Airport,15.46899986,-90.40670013,CBV
471,Campo Mourão Airport,-24.00919914,-52.35680008,CBW
26949,Condobolin Airport,-33.06439972,147.2089996,CBX
30814,Canobie Airport,-19.47940063,140.927002,CBY
19467,Cable Airport,34.11159897,-117.6880035,CCB
4831,Jardines Del Rey Airport,22.46100044,-78.32839966,CCC
14633,Century City Heliport,34.06079865,-118.4179993,CCD
4154,Carcassonne Airport,43.2159996,2.306319952,CCF
19686,Crane County Airport,31.4151001,-102.362999,CCG
6006,Chile Chico Airport,-46.58330154,-71.68740082,CCH
441,Concórdia Airport,-27.18059921,-52.05270004,CCI
26610,Calicut International Airport,11.13679981,75.95529938,CCJ
27100,Cocos (Keeling) Islands Airport,-12.18830013,96.83390045,CCK
26947,Chinchilla Airport,-26.77499962,150.6170044,CCL
5887,Diomício Freitas Airport,-28.72444344,-49.42139053,CCM
30815,Chakcharan Airport,34.53300095,65.26699829,CCN
30816,Carimagua Airport,4.56417,-71.3364,CCO
6025,Carriel Sur Airport,-36.77270126,-73.06310272,CCP
19469,Buchanan Field,37.98970032,-122.0569992,CCR
6300,Simón Bolívar International Airport,10.601194,-66.991222,CCS
37,Colonia Catriel Airport,-37.91019821,-67.83499908,CCT
26496,Netaji Subhash Chandra Bose International Airport,22.65469933,88.44670105,CCU
30817,Craig Cove Airport,-16.26499939,167.923996,CCV
27497,Cowell Airport,-33.66669846,136.8919983,CCW
551,Cáceres Airport,-16.04360008,-57.62990189,CCX
19470,Northeast Iowa Regional Airport,43.07260132,-92.6108017,CCY
4933,Chub Cay Airport,25.41710091,-77.88089752,CCZ
27480,Cooinda Airport,-12.90330029,132.5319977,CDA
5345,Cold Bay Airport,55.20610046,-162.7250061,CDB
3442,Cedar City Regional Airport,37.70100021,-113.098999,CDC
42053,Cauquira Airport,15.316667,-83.591667,CDD
327347,Chengde Puning Airport,41.1225,118.073889,CDE
31824,Cortina Airport,46.57300186,12.11800003,CDF
326459,ஜWAZIFA ღ//ღDUAღ//ღAMALஜpasand Ki Shadi Ka Wazifa +91-9784839439,0,0,CDG
4185,Charles de Gaulle International Airport,49.01279831,2.549999952,CDG
19471,Harrell Field,33.62279892,-92.76339722,CDH
341,Cachoeiro do Itapemirim Airport,-20.83429909,-41.18560028,CDI
5857,Conceição do Araguaia Airport,-8.348349571,-49.30149841,CDJ
16169,Candle 2 Airport,65.90769959,-161.9259949,CDL
19473,Woodward Field,34.28359985,-80.56490326,CDN
29908,Cradock Airport,-32.15670013,25.64559937,CDO
26611,Kadapa Airport,14.51,78.772778,CDP
27486,Croydon Airport,-18.22500038,142.2579956,CDQ
19474,Chadron Municipal Airport,42.83760071,-103.0950012,CDR
19475,Childress Municipal Airport,34.43379974,-100.288002,CDS
300859,Castellón-Costa Azahar Airport,40.213889,0.073333,CDT
27133,Camden Airport,-34.04029846,150.6869965,CDU
5348,Merle K (Mudhole) Smith Airport,60.4917984,-145.4779968,CDV
19476,Essex County Airport,40.87519836,-74.28140259,CDW
30818,Cagayan de Sulu Airport,7.013999939,118.4960022,CDY
19477,Cessna Aircraft Field,37.64860153,-97.25060272,CEA
5742,Mactan Cebu International Airport,10.30749989,123.9789963,CEB
3443,Jack Mc Namara Field Airport,41.78020096,-124.2369995,CEC
26950,Ceduna Airport,-32.13059998,133.7100067,CED
30819,Cherepovets Airport,59.27360153,38.01580048,CEE
3444,Westover ARB/Metropolitan Airport,42.19400024,-72.53479767,CEF
2446,Hawarden Airport,53.17810059,-2.977780104,CEG
29779,Chelinda Malawi Airport,-10.55000019,33.79999924,CEH
26653,Chiang Rai International Airport,19.95229912,99.88289642,CEI
32535,Chernihiv Shestovitsa Airport,51.40219879,31.1583004,CEJ
26370,Chelyabinsk Balandino Airport,55.305801,61.5033,CEK
35349,Cape Eleuthera Airport,24.7861,-76.2962,CEL
16709,Central Airport,65.57379913,-144.7830048,CEM
4699,Ciudad Obregón International Airport,27.39259911,-109.8330002,CEN
30820,Waco Kungo Airport,-11.42640018,15.10140038,CEO
29797,Concepción Airport,-16.13829994,-62.02859879,CEP
4151,Cannes-Mandelieu Airport,43.54199982,6.953479767,CEQ
4207,Cherbourg-Maupertus Airport,49.65010071,-1.470280051,CER
26958,Cessnock Airport,-32.787498,151.341995,CES
4180,Cholet Le Pontreau Airport,47.08209991,-0.87706399,CET
19479,Oconee County Regional Airport,34.6719017,-82.8864975,CEU
19480,Mettel Field,39.69850159,-85.12969971,CEV
3445,Bob Sikes Airport,30.77879906,-86.52210236,CEW
16108,Chena Hot Springs Airport,65.05180359,-146.0469971,CEX
19481,Kyle Oakley Field,36.66460037,-88.37280273,CEY
19482,Cortez Municipal Airport,37.3030014,-108.6279984,CEZ
5879,Cabo Frio Airport,-22.92169952,-42.07429886,CFB
5881,Caçador Airport,-26.78840065,-50.93980026,CFC
19483,Coulter Field,30.71570015,-96.33139801,CFD
4132,Clermont-Ferrand Auvergne Airport,45.7867012,3.169169903,CFE
30821,Cafunfo Airport,-8.783610344,17.98970032,CFF
4832,Jaime Gonzalez Airport,22.14999962,-80.41419983,CFG
38282,Clifton Hills Airport,-27.0182991,138.8919983,CFH
27452,Camfield Airport,-17.02169991,131.3269958,CFI
2068,Ech Cheliff Airport,36.21269989,1.331769943,CFK
2532,Donegal Airport,55.0442009,-8.340999603,CFN
30824,Confresa Airport,-10.63440037,-51.56359863,CFO
27482,Carpentaria Downs Airport,-18.7166996,144.3170013,CFP
623,Creston Valley Regional Airport - Art Sutcliffe Field,49.03689957,-116.4980011,CFQ
4215,Caen-Carpiquet Airport,49.1733017,-0.449999988,CFR
27132,Coffs Harbour Airport,-30.32060051,153.1159973,CFS
19486,Greenlee County Airport,32.95280075,-109.2099991,CFT
4266,Ioannis Kapodistrias International Airport,39.60189819,19.9116993,CFU
19487,Coffeyville Municipal Airport,37.09400177,-95.57189941,CFV
16712,Craig Seaplane Base,55.47880173,-133.147995,CGA
5894,Marechal Rondon Airport,-15.65289974,-56.11669922,CGB
46172,Cape Gloucester Airport,-5.458965,148.432417,CGC
30825,Changde Airport,28.91889954,111.6399994,CGD
19489,Cambridge Dorchester Airport,38.53929901,-76.03040314,CGE
3446,Cuyahoga County Airport,41.56510162,-81.48639679,CGF
312504,Casiguran Airport,16.1941,122.0651,CGG
5974,Congonhas Airport,-23.62611008,-46.65638733,CGH
3447,Cape Girardeau Regional Airport,37.22529984,-89.57080078,CGI
2891,Kasompe Airport,-12.57279968,27.89389992,CGJ
26835,Soekarno-Hatta International Airport,-6.12556982,106.6559982,CGK
5701,Camiguin Airport,9.253520012,124.7070007,CGM
2216,Cologne Bonn Airport,50.86589813,7.142739773,CGN
27199,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,CGO
26527,Shah Amanat International Airport,22.24959946,91.81330109,CGP
27237,Longjia Airport,43.99620056,125.6849976,CGQ
5883,Campo Grande Airport,-20.46870041,-54.67250061,CGR
19490,College Park Airport,38.98059845,-76.92230225,CGS
312503,Chinguetti Airport,20.5055,-12.3978,CGT
27436,Caiguna Airport,-32.26499939,125.4929962,CGV
27307,Chicago Meigs Airport,41.85879898,-87.60790253,CGX
308633,Laguindingan Airport,8.612203,124.456496,CGY
19491,Casa Grande Municipal Airport,32.954899,-111.766998,CGZ
3448,Lovell Field,35.03530121,-85.20379639,CHA
30826,Chilas Airport,35.42670059,74.08170319,CHB
5026,Christchurch International Airport,-43.48939896,172.5319977,CHC
43995,Reeroe Airport,51.93333435,-10.23333263,CHE
5641,Jinhae Airbase/Airport (G-813/K-10),35.140248,128.696229,CHF
30827,Chaoyang Airport,41.538101,120.434998,CHG
6231,Chachapoyas Airport,-6.201809883,-77.85610199,CHH
30828,Chipinge Airport,-20.20669937,32.62829971,CHJ
19493,Chickasha Municipal Airport,35.09740067,-97.96769714,CHK
20352,Challis Airport,44.522999,-114.218002,CHL
6208,Teniente FAP Jaime A De Montreuil Morales Airport,-9.149609566,-78.52380371,CHM
5633,Jeon Ju Airport (G-703),35.87808,127.119112,CHN
3449,Charlottesville Albemarle Airport,38.1385994,-78.45290375,CHO
16713,Circle Hot Springs Airport,65.48549652,-144.6109924,CHP
4281,Chania International Airport,35.53170013,24.14970016,CHQ
4147,"Châteauroux-Déols ""Marcel Dassault"" Airport",46.86027778,1.7211111,CHR
3450,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,CHS
5027,Chatham Islands-Tuuta Airport,-43.81000137,-176.4570007,CHT
15640,Chuathbaluk Airport,61.579102,-159.216003,CHU
29486,Aerodromo de Chaves,41.722356,-7.463064,CHV
4788,Cap Manuel Niño International Airport,9.458962,-82.515062,CHX
302291,Choiseul Bay Airport,-6.711944,156.396111,CHY
18623,Chiloquin State Airport,42.57944049,-121.8790627,CHZ
4370,Ciampino–G. B. Pastine International Airport,41.7994,12.5949,CIA
19498,Chico Municipal Airport,39.79539871,-121.8580017,CIC
